0,1,2,3,4,5,6,7,8,Class
0.627065013732327,-0.31799743585834594,-0.13222735820138778,-0.04751383589171266,-0.27508426898150223,0.45761371639240117,-0.009139598840383551,-0.044650130381496615,0.008818117814399945,1
0.6158617089915975,-0.12462227849020166,-0.1809208743260835,0.05593404990949007,-0.38002742524861133,0.4277693863785122,-0.009100831567767411,-0.045725131669211556,0.009664692117777882,1
0.6158617089915975,-0.12462227849020166,-0.1809208743260835,0.05593404990949007,-0.38002742524861133,0.4277693863785122,-0.009100831567767411,-0.045725131669211556,0.009664692117777882,1
-0.29399831248661384,-0.5140842380625641,0.18168591235576473,-0.32277764426119687,-0.1488183727598956,-0.2815985349082055,-0.0005894704817441135,-0.1001303411008243,0.005553030838684151,2
-0.29399831248661384,-0.5140842380625641,0.18168591235576473,-0.32277764426119687,-0.1488183727598956,-0.2815985349082055,-0.0005894704817441135,-0.1001303411008243,0.005553030838684151,2
-0.29399831248661384,-0.5140842380625641,0.18168591235576473,-0.32277764426119687,-0.1488183727598956,-0.2815985349082055,-0.0005894704817441135,-0.1001303411008243,0.005553030838684151,2
-0.29399831248661384,-0.5140842380625641,0.18168591235576473,-0.32277764426119687,-0.1488183727598956,-0.2815985349082055,-0.0005894704817441135,-0.1001303411008243,0.005553030838684151,2
0.6353699734212603,-0.11795445740963778,-0.1031198205283244,0.033436412070292985,-0.3611753552041595,0.1937391500576479,-0.0021236975751561128,-0.08182654960325755,0.011659810297050216,2
0.5794393400638286,0.028826291980218556,-0.2426404344546482,0.49250736789910404,-0.14049761301729696,0.11285528869443255,0.019636414793091028,-0.03733639818459252,0.007993324097084852,2
-0.39210340787243275,0.01286074015553041,-0.1336621407254409,0.3668926279634574,-0.15507687190996777,-0.18786080368823918,0.01805614150589597,-0.041951556653867204,0.0034002386737882195,2
-0.43137952484902387,-0.00039316683308383474,-0.2899036014286904,0.4130938105960922,-0.1909788707571361,0.2804796852435848,0.007886972587445334,0.009988496883900737,0.0012256659228294412,1
-0.43137952484902387,-0.00039316683308383474,-0.2899036014286904,0.4130938105960922,-0.1909788707571361,0.2804796852435848,0.007886972587445334,0.009988496883900737,0.0012256659228294412,1
-0.411481878243463,0.006152051488709804,-0.21114351796933437,0.38878731232553426,-0.17483001257528724,0.046029424487577304,0.009186457979898694,0.004281252445340846,0.0004972886907229383,1
-0.411481878243463,0.006152051488709804,-0.21114351796933437,0.38878731232553426,-0.17483001257528724,0.046029424487577304,0.009186457979898694,0.004281252445340846,0.0004972886907229383,1
0.6843719179340477,-0.27039223284381075,0.31370153024767555,-0.09700849664967784,-0.2622400134988585,-0.18122836671535095,0.841906530623566,0.12487566583880037,0.034431901080252174,1
0.6872771297835403,-0.29852525123799195,0.10533159839214294,-0.12284514461186746,-0.2302419769194264,-0.24629709845581232,-0.01281134079656739,-0.021246299036528124,0.0030016589029086558,1
