0,1,2,3,4,5,6,7,Class
0.6270650137323268,-0.3179974358583464,-0.13222735820138695,-0.04751383589171577,-0.27508426898150434,0.4576137163923995,-0.00913959884038363,-0.04465013038149675,1
0.6158617089915974,-0.12462227849020176,-0.1809208743260841,0.055934049909485604,-0.3800274252486138,0.42776938637850975,-0.009100831567767535,-0.04572513166921171,1
0.6158617089915974,-0.12462227849020176,-0.1809208743260841,0.055934049909485604,-0.3800274252486138,0.42776938637850975,-0.009100831567767535,-0.04572513166921171,1
-0.2939983124866141,-0.514084238062565,0.18168591235577047,-0.32277764426119443,-0.148818372759892,-0.2815985349082056,-0.0005894704817445691,-0.10013034110082443,2
-0.2939983124866141,-0.514084238062565,0.18168591235577047,-0.32277764426119443,-0.148818372759892,-0.2815985349082056,-0.0005894704817445691,-0.10013034110082443,2
-0.2939983124866141,-0.514084238062565,0.18168591235577047,-0.32277764426119443,-0.148818372759892,-0.2815985349082056,-0.0005894704817445691,-0.10013034110082443,2
-0.2939983124866141,-0.514084238062565,0.18168591235577047,-0.32277764426119443,-0.148818372759892,-0.2815985349082056,-0.0005894704817445691,-0.10013034110082443,2
0.6353699734212602,-0.11795445740963802,-0.10311982052832427,0.033436412070289655,-0.3611753552041606,0.193739150057646,-0.0021236975751564853,-0.08182654960325773,2
0.5794393400638286,0.028826291980218677,-0.24264043445465394,0.49250736789910016,-0.14049761301730043,0.1128552886944319,0.019636414793090837,-0.037336398184592834,2
-0.3921034078724327,0.012860740155530643,-0.13366214072544452,0.36689262796345523,-0.15507687190996886,-0.1878608036882396,0.018056141505895726,-0.04195155665386746,2
-0.4313795248490238,-0.00039316683308330343,-0.2899036014286955,0.4130938105960876,-0.19097887075713996,0.2804796852435836,0.00788697258744546,0.00998849688390054,1
-0.4313795248490238,-0.00039316683308330343,-0.2899036014286955,0.4130938105960876,-0.19097887075713996,0.2804796852435836,0.00788697258744546,0.00998849688390054,1
-0.41148187824346294,0.00615205148871019,-0.2111435179693387,0.3887873123255309,-0.17483001257528977,0.046029424487576506,0.00918645797989876,0.004281252445340654,1
-0.41148187824346294,0.00615205148871019,-0.2111435179693387,0.3887873123255309,-0.17483001257528977,0.046029424487576506,0.00918645797989876,0.004281252445340654,1
0.6843719179340475,-0.2703922328438108,0.3137015302476781,-0.09700849664967548,-0.2622400134988561,-0.18122836671535147,0.8419065306235658,0.124875665838795,1
0.68727712978354,-0.29852525123799284,0.105331598392146,-0.12284514461186699,-0.23024197691942427,-0.246297098455813,-0.012811340796567395,-0.02124629903652819,1
0.68727712978354,-0.29852525123799284,0.105331598392146,-0.12284514461186699,-0.23024197691942427,-0.246297098455813,-0.012811340796567395,-0.02124629903652819,1
