0,1,2,3,4,5,6,7,8,9,10,Class
0.6270650137323268,-0.3179974358583459,-0.13222735820138742,-0.04751383589171555,-0.2750842689815034,0.45761371639240045,-0.009139598840384074,-0.04465013038149668,0.008818117814399406,0.0016467329813352996,-0.0009992327579397948,1
0.6158617089915973,-0.12462227849020162,-0.18092087432608492,0.0559340499094866,-0.38002742524861227,0.4277693863785112,-0.009100831567767947,-0.04572513166921159,0.009664692117777372,0.0025717327203403566,0.00022509507174494833,1
0.6158617089915973,-0.12462227849020162,-0.18092087432608492,0.0559340499094866,-0.38002742524861227,0.4277693863785112,-0.009100831567767947,-0.04572513166921159,0.009664692117777372,0.0025717327203403566,0.00022509507174494833,1
-0.2939983124866137,-0.5140842380625642,0.18168591235576945,-0.3227776442611945,-0.14881837275989498,-0.28159853490820586,-0.0005894704817454816,-0.10013034110082432,0.005553030838682943,0.004328064961120588,-0.009185854313731805,2
-0.2939983124866137,-0.5140842380625642,0.18168591235576945,-0.3227776442611945,-0.14881837275989498,-0.28159853490820586,-0.0005894704817454816,-0.10013034110082432,0.005553030838682943,0.004328064961120588,-0.009185854313731805,2
-0.2939983124866137,-0.5140842380625642,0.18168591235576945,-0.3227776442611945,-0.14881837275989498,-0.28159853490820586,-0.0005894704817454816,-0.10013034110082432,0.005553030838682943,0.004328064961120588,-0.009185854313731805,2
-0.2939983124866137,-0.5140842380625642,0.18168591235576945,-0.3227776442611945,-0.14881837275989498,-0.28159853490820586,-0.0005894704817454816,-0.10013034110082432,0.005553030838682943,0.004328064961120588,-0.009185854313731805,2
0.6353699734212601,-0.11795445740963777,-0.10311982052832537,0.03343641207029095,-0.3611753552041599,0.1937391500576472,-0.0021236975751571584,-0.08182654960325764,0.011659810297049275,0.004223903728390681,-0.00262391474376104,2
0.5794393400638282,0.028826291980217935,-0.24264043445465394,0.492507367899101,-0.1404976130172974,0.11285528869443308,0.019636414793090487,-0.037336398184592806,0.007993324097084342,0.002703982047842712,-0.001027448285767319,2
-0.3921034078724327,0.012860740155529763,-0.13366214072544494,0.36689262796345623,-0.15507687190996738,-0.18786080368823888,0.018056141505895316,-0.04195155665386738,0.003400238673787673,0.003291251004098129,-0.002983869619472198,2
-0.43137952484902387,-0.00039316683308451324,-0.2899036014286954,0.41309381059608813,-0.19097887075713676,0.2804796852435847,0.007886972587445435,0.009988496883900608,0.0012256659228295017,0.00027218824156319954,0.002022002772930188,1
-0.43137952484902387,-0.00039316683308451324,-0.2899036014286954,0.41309381059608813,-0.19097887075713676,0.2804796852435847,0.007886972587445435,0.009988496883900608,0.0012256659228295017,0.00027218824156319954,0.002022002772930188,1
-0.411481878243463,0.006152051488709153,-0.2111435179693389,0.3887873123255317,-0.1748300125752874,0.04602942448757743,0.009186457979898685,0.004281252445340745,0.0004972886907229437,0.0014964403692649467,0.00021121381533858424,1
-0.411481878243463,0.006152051488709153,-0.2111435179693389,0.3887873123255317,-0.1748300125752874,0.04602942448757743,0.009186457979898685,0.004281252445340745,0.0004972886907229437,0.0014964403692649467,0.00021121381533858424,1
0.6843719179340475,-0.2703922328438101,0.31370153024767666,-0.09700849664967462,-0.2622400134988585,-0.18122836671535128,0.841906530623567,0.12487566583878863,0.03443190108025087,0.23889938187498377,0.37076469076824814,1
0.68727712978354,-0.2985252512379918,0.10533159839214475,-0.12284514461186616,-0.23024197691942597,-0.24629709845581266,-0.012811340796567709,-0.02124629903652797,0.0030016589029084437,0.004748930857309103,-0.005047305153495426,1
0.68727712978354,-0.2985252512379918,0.10533159839214475,-0.12284514461186616,-0.23024197691942597,-0.24629709845581266,-0.012811340796567709,-0.02124629903652797,0.0030016589029084437,0.004748930857309103,-0.005047305153495426,1
