0,1,2,Class
0.6270650137323268,-0.3179974358583466,-0.13222735820138665,1
0.6158617089915973,-0.12462227849020238,-0.18092087432608384,1
0.6158617089915973,-0.12462227849020238,-0.18092087432608384,1
-0.29399831248661373,-0.514084238062563,0.18168591235576784,2
-0.29399831248661373,-0.514084238062563,0.18168591235576784,2
-0.29399831248661373,-0.514084238062563,0.18168591235576784,2
-0.29399831248661373,-0.514084238062563,0.18168591235576784,2
0.6353699734212601,-0.11795445740963809,-0.10311982052832454,2
0.5794393400638284,0.02882629198021714,-0.24264043445464795,2
-0.3921034078724326,0.012860740155529578,-0.13366214072544055,2
-0.4313795248490237,-0.00039316683308553423,-0.2899036014286905,1
-0.4313795248490237,-0.00039316683308553423,-0.2899036014286905,1
-0.41148187824346283,0.006152051488708556,-0.21114351796933423,1
-0.41148187824346283,0.006152051488708556,-0.21114351796933423,1
0.6843719179340475,-0.2703922328438085,0.3137015302476769,1
0.68727712978354,-0.2985252512379913,0.10533159839214462,1
0.68727712978354,-0.2985252512379913,0.10533159839214462,1
0.68727712978354,-0.2985252512379913,0.10533159839214462,1
0.68727712978354,-0.2985252512379913,0.10533159839214462,1
0.68727712978354,-0.2985252512379913,0.10533159839214462,1
-0.3806405150144378,-0.18059615238512794,-0.08432927149301211,2
0.6528445474971386,-0.538208743480627,0.060960280838156064,2
-0.3895944449965345,-0.38043479290255283,-0.11503519193540242,2
-0.3895944449965345,-0.38043479290255283,-0.11503519193540242,2
0.6862387773144787,-0.2981983105479374,0.10277418596121948,2
0.6862387773144787,-0.2981983105479374,0.10277418596121948,2
-0.3919736138137999,0.01281987256927284,-0.13334246417157491,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.3873011665254847,0.046405579076486986,-0.20067488639639244,2
-0.30494202911007784,-0.32079081586693253,0.13363174933880195,2
0.5635289417911682,-0.40945998026549,-0.21480899474671555,2
0.5635289417911682,-0.40945998026549,-0.21480899474671555,2
-0.38743082176165655,0.011389507050287108,-0.1221537847862774,1
-0.38743082176165655,0.011389507050287108,-0.1221537847862774,1
-0.38743082176165655,0.011389507050287108,-0.1221537847862774,1
0.599466780728022,0.03533064271575451,-0.16356067444142605,2
-0.3385958470446834,-0.5607195136271086,0.09117849110800721,2
-0.3385958470446834,-0.5607195136271086,0.09117849110800721,2
-0.3385958470446834,-0.5607195136271086,0.09117849110800721,2
-0.3385958470446834,-0.5607195136271086,0.09117849110800721,2
0.6544290397779053,-0.24627113768486633,0.4732983367227757,2
0.6199598630018265,-0.04508068419030638,1.984656049446489,2
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
-0.3550320686515004,-0.14079216824617363,-0.07034419782754821,1
0.6663411307089179,-0.3047435288697315,0.024014102501863244,2
0.646443484103357,-0.3112887471915256,-0.05474598095749296,2
-0.3495395636681475,-0.36742609143147814,0.04312432809104133,2
0.6775015596877698,-0.10559963731867117,0.06015452435996951,1
-0.3546426864756024,-0.14091477100494382,-0.06938516816595126,1
-0.3546426864756024,-0.14091477100494382,-0.06938516816595126,1
0.6416412427564091,-0.344833586112483,0.012266764713458876,2
-0.3584934936502442,-0.5672647319489027,0.012418407648650988,2
0.638008730355791,-0.5112908580539771,-0.08417319518442078,2
-0.3610371027697578,-0.7720449219974574,0.002983992466424927,2
0.6329469008915778,-0.5447539618024211,-0.01779980262120019,2
-0.37609786178475524,-0.1469695782916571,-0.15198137027169528,2
-0.37609786178475524,-0.1469695782916571,-0.15198137027169528,2
0.6356295615385255,-0.11803619258215156,-0.10248046742059326,1
0.6107998795273841,-0.1580853822386463,-0.11454748176286327,2
0.6107998795273841,-0.1580853822386463,-0.11454748176286327,2
0.6107998795273841,-0.1580853822386463,-0.11454748176286327,2
-0.3384660529860507,-0.5607603812133654,0.09149816766187285,2
-0.3384660529860507,-0.5607603812133654,0.09149816766187285,2
-0.3751930986049366,-0.3832868961029952,1.44547886906751,2
-0.3384660529860507,-0.5607603812133654,0.09149816766187285,2
-0.3096127551572965,-0.5219780867308293,0.11347515517397783,1
-0.325099263832904,-0.32725429901621317,0.05423231277171439,2
0.6396531773561381,-0.11930308775611034,-0.09257049425075832,1
-0.31389595909217455,-0.5206294563843571,0.1029258288964116,2
-0.31389595909217455,-0.5206294563843571,0.1029258288964116,2
-0.31389595909217455,-0.5206294563843571,0.1029258288964116,2
-0.31389595909217455,-0.5206294563843571,0.1029258288964116,2
-0.36087266246750965,-0.17401006647707712,-0.0058888645875215155,2
0.5237336485800465,-0.4225504169090782,-0.37232916166542807,2
0.6113190557619148,-0.15824885258367322,-0.11326877554740068,1
0.6751652666323819,-0.10486402076604992,0.05440034639038793,2
-0.3989806329164067,-0.18763178174200285,-0.1592532363059806,1
-0.3790829863108458,-0.18108656342020876,-0.0804931528466244,1
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
-0.40066795567863134,-0.18710050312066528,-0.16340903150623395,2
0.6106700854687515,-0.15804451465238956,-0.1148671583167289,2
0.6106700854687515,-0.15804451465238956,-0.1148671583167289,2
0.6106700854687515,-0.15804451465238956,-0.1148671583167289,2
0.5907724388631905,-0.16458973297418364,-0.19362724177608515,2
0.5907724388631905,-0.16458973297418364,-0.19362724177608515,2
0.5907724388631905,-0.16458973297418364,-0.19362724177608515,2
0.6319954667192716,-0.15194883977941956,-0.032590632764850594,1
-0.36489455704402574,-0.34034473565980133,-0.1032878541469981,2
-0.36489455704402574,-0.34034473565980133,-0.1032878541469981,2
-0.3574551411811829,-0.5675916726389566,0.014975820079576133,1
-0.33755749457562206,-0.5610464543171625,0.09373590353893235,1
-0.359964104057081,-0.17429613958087428,-0.0036511287104620165,1
-0.33755749457562206,-0.5610464543171625,0.09373590353893235,1
-0.33755749457562206,-0.5610464543171625,0.09373590353893235,1
-0.3574551411811829,-0.5675916726389566,0.014975820079576133,1
-0.3574551411811829,-0.5675916726389566,0.014975820079576133,1
-0.359964104057081,-0.17429613958087428,-0.0036511287104620165,1
-0.359964104057081,-0.17429613958087428,-0.0036511287104620165,1
-0.38012133877990717,-0.1807596227301549,-0.08305056527754955,1
-0.4203060141669269,-0.19372745661497284,-0.24152976185785896,1
-0.4203060141669269,-0.19372745661497284,-0.24152976185785896,1
-0.4203060141669269,-0.19372745661497284,-0.24152976185785896,1
0.6551378259681884,-0.11136837150158727,-0.02467941362283393,2
0.64812922761221,-0.057230295154201916,0.37297254695289117,2
0.6551378259681884,-0.11136837150158727,-0.02467941362283393,2
0.64812922761221,-0.057230295154201916,0.37297254695289117,2
0.64812922761221,-0.057230295154201916,0.37297254695289117,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.38090010313170314,-0.18051441721261446,-0.08496862460074339,2
-0.31627512790944,-0.12737479091253157,0.0846185566602391,2
-0.35620021517919437,-0.140424359969863,-0.07322128681233898,2
-0.4116116723020955,0.006192919074965293,-0.21146319452319987,1
-0.4116116723020955,0.006192919074965293,-0.21146319452319987,1
