0,1,2,3,Class
-0.5483491077413277,-0.034138916449336434,0.45991910243818085,0.9739125953769935,1
-0.5394486143817576,-0.04110268292767405,0.40815215796182913,0.4566792951720368,1
-0.5394486143817576,-0.04110268292767405,0.40815215796182913,0.4566792951720368,1
-0.2893233824105073,-0.04070461428406568,0.4420792839928424,1.4354441523236483,2
-0.2893233824105073,-0.04070461428406568,0.4420792839928424,1.4354441523236483,2
-0.2893233824105073,-0.04070461428406568,0.4420792839928424,1.4354441523236483,2
-0.2893233824105073,-0.04070461428406568,0.4420792839928424,1.4354441523236483,2
-0.4635266542349928,-0.03970896418121452,0.5316196404848089,0.4587426729118054,2
-0.4885345160919001,0.037595972751851794,-0.6691274830626932,0.11792875680061889,2
-0.3766160094859308,0.023685531145101708,-1.0917431839257978,0.03958758792677942,2
-0.5326237215703522,0.023304553851418493,-1.4447521218672124,0.0169481623112416,1
-0.5326237215703522,0.023304553851418493,-1.4447521218672124,0.0169481623112416,1
-0.45045607373725,0.021088582299024262,-1.1621736800010503,0.04678054525501114,1
-0.45045607373725,0.021088582299024262,-1.1621736800010503,0.04678054525501114,1
2.1389128292214763,-0.016851190031131526,3.0862651147490383,0.7351490885304954,1
-0.29351858066023867,-0.045599751504990814,1.5198023738275772,1.1004350844803035,1
-0.29351858066023867,-0.045599751504990814,1.5198023738275772,1.1004350844803035,1
-0.29351858066023867,-0.045599751504990814,1.5198023738275772,1.1004350844803035,1
-0.29351858066023867,-0.045599751504990814,1.5198023738275772,1.1004350844803035,1
-0.29351858066023867,-0.045599751504990814,1.5198023738275772,1.1004350844803035,1
-0.3813527110546095,0.028242837424203488,-0.9339022665539913,0.5753335582677367,2
-0.3509007005044062,0.05405532908207618,0.05133023409868666,1.729293423303028,2
-0.4765846440381731,0.03982903565417119,-1.2707877368392566,1.0442218053929229,2
-0.4765846440381731,0.03982903565417119,-1.2707877368392566,1.0442218053929229,2
-0.3101737478238044,-0.03597391070804745,1.0955064822457576,1.0263844039363008,2
-0.3101737478238044,-0.03597391070804745,1.0955064822457576,1.0263844039363008,2
-0.3745341135904851,0.022482301045483787,-1.0387061974780702,0.04884392299477974,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.5091248458311033,-0.05494799906189583,-0.5609568750346993,-0.20575289712253003,2
-0.27625909726004577,-0.05007484096163914,0.49638631241194553,0.9367235222546927,2
-0.4669371919216859,0.16422913215140456,-1.4245573314138258,1.604291693108955,2
-0.4669371919216859,0.16422913215140456,-1.4245573314138258,1.604291693108955,2
-0.30166775724988515,-0.01963075244114342,0.8175883281923901,0.3728156503747909,1
-0.30166775724988515,-0.01963075244114342,0.8175883281923901,0.3728156503747909,1
-0.30166775724988515,-0.01963075244114342,0.8175883281923901,0.3728156503747909,1
-0.4042849723633523,0.03417677109983964,-0.3335120547488034,0.15701747481238876,2
