0,1,2,3,4,Class
-0.5483491077413277,-0.03413891644933516,0.4599191024381867,0.973912595376995,-0.42911754075115677,1
-0.5394486143817575,-0.04110268292767265,0.4081521579618318,0.4566792951720373,-0.45848196475338504,1
-0.5394486143817575,-0.04110268292767265,0.4081521579618318,0.4566792951720373,-0.45848196475338504,1
-0.28932338241050676,-0.040704614284065514,0.4420792839928507,1.4354441523236487,0.052948359283306476,2
-0.28932338241050676,-0.040704614284065514,0.4420792839928507,1.4354441523236487,0.052948359283306476,2
-0.28932338241050676,-0.040704614284065514,0.4420792839928507,1.4354441523236487,0.052948359283306476,2
-0.28932338241050676,-0.040704614284065514,0.4420792839928507,1.4354441523236487,0.052948359283306476,2
-0.46352665423499256,-0.0397089641812133,0.5316196404848109,0.4587426729118069,0.11933091395541538,2
-0.48853451609190024,0.03759597275185343,-0.6691274830626939,0.11792875680062456,0.43340194909094837,2
-0.37661600948593077,0.023685531145102745,-1.0917431839257978,0.039587587926782464,-0.23459701805950067,2
-0.5326237215703523,0.023304553851419923,-1.4447521218672112,0.016948162311244176,-1.3552974612421849,1
-0.5326237215703523,0.023304553851419923,-1.4447521218672112,0.016948162311244176,-1.3552974612421849,1
-0.4504560737372501,0.021088582299025466,-1.1621736800010496,0.046780545255012414,-0.8298725538857595,1
-0.4504560737372501,0.021088582299025466,-1.1621736800010496,0.046780545255012414,-0.8298725538857595,1
2.1389128292214763,-0.01685119003113233,3.086265114749031,0.735149088530501,-1.818051927019429,1
-0.2935185806602379,-0.04559975150499027,1.5198023738275823,1.100435084480298,1.0773065528482852,1
-0.2935185806602379,-0.04559975150499027,1.5198023738275823,1.100435084480298,1.0773065528482852,1
-0.2935185806602379,-0.04559975150499027,1.5198023738275823,1.100435084480298,1.0773065528482852,1
-0.2935185806602379,-0.04559975150499027,1.5198023738275823,1.100435084480298,1.0773065528482852,1
-0.2935185806602379,-0.04559975150499027,1.5198023738275823,1.100435084480298,1.0773065528482852,1
-0.3813527110546094,0.02824283742420437,-0.9339022665539879,0.5753335582677391,-0.2401579082921892,2
-0.3509007005044061,0.05405532908207699,0.05133023409869436,1.7292934233030337,1.5723450358104833,2
-0.47658464403817336,0.0398290356541722,-1.2707877368392502,1.044221805392929,-0.7012930774114695,2
-0.47658464403817336,0.0398290356541722,-1.2707877368392502,1.044221805392929,-0.7012930774114695,2
-0.31017374782380386,-0.03597391070804679,1.0955064822457619,1.0263844039363015,1.2170078097879522,2
-0.31017374782380386,-0.03597391070804679,1.0955064822457619,1.0263844039363015,1.2170078097879522,2
-0.374534113590485,0.02248230104548481,-1.0387061974780702,0.04884392299478201,-0.2520596751769591,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.5091248458311032,-0.054947999061894626,-0.5609568750346992,-0.2057528971225285,-1.6114196347926544,2
-0.27625909726004516,-0.050074840961638875,0.49638631241195097,0.9367235222546905,-0.011341378953838535,2
-0.4669371919216863,0.16422913215140664,-1.4245573314138191,1.6042916931089624,1.114125654767257,2
-0.4669371919216863,0.16422913215140664,-1.4245573314138191,1.6042916931089624,1.114125654767257,2
-0.30166775724988387,-0.01963075244114289,0.8175883281923938,0.37281565037476627,-0.8632526742880021,1
-0.30166775724988387,-0.01963075244114289,0.8175883281923938,0.37281565037476627,-0.8632526742880021,1
-0.30166775724988387,-0.01963075244114289,0.8175883281923938,0.37281565037476627,-0.8632526742880021,1
-0.4042849723633522,0.03417677109984103,-0.3335120547488044,0.15701747481239237,0.9413641993299152,2
-0.3211498417315389,0.04236085902772078,-0.6538639086305716,1.6211198714854234,0.37892116130360926,2
-0.3211498417315389,0.04236085902772078,-0.6538639086305716,1.6211198714854234,0.37892116130360926,2
-0.3211498417315389,0.04236085902772078,-0.6538639086305716,1.6211198714854234,0.37892116130360926,2
-0.3211498417315389,0.04236085902772078,-0.6538639086305716,1.6211198714854234,0.37892116130360926,2
2.206020024400293,0.017377877758761102,0.8166128598097284,1.0619067658530523,0.5753910721174943,2
13.053185655441926,0.22509401692147268,1.9555034388090584,0.8283489344242678,-2.631707664758474,2
-0.4171206282985594,-0.06102927503251301,0.25072138933736543,0.42461980163819313,-1.213794217491126,1
-0.4171206282985594,-0.06102927503251301,0.25072138933736543,0.42461980163819313,-1.213794217491126,1
