0,1,2,3,4,5,6,7,Class
-0.5483491077413278,-0.034138916449335206,0.4599191024381866,0.9739125953769945,-0.42911754075115704,-0.14534552992277858,2.1850330725747122,0.34412989674419003,1
-0.539448614381758,-0.04110268292767296,0.40815215796183224,0.45667929517203926,-0.45848196475338665,-0.03703487536775127,2.23356624348203,-0.12385777637844923,1
-0.539448614381758,-0.04110268292767296,0.40815215796183224,0.45667929517203926,-0.45848196475338665,-0.03703487536775127,2.23356624348203,-0.12385777637844923,1
-0.289323382410507,-0.04070461428406447,0.442079283992849,1.435444152323646,0.05294835928330687,-0.34520208320630186,-1.292135911465701,0.868046974238811,2
-0.289323382410507,-0.04070461428406447,0.442079283992849,1.435444152323646,0.05294835928330687,-0.34520208320630186,-1.292135911465701,0.868046974238811,2
-0.289323382410507,-0.04070461428406447,0.442079283992849,1.435444152323646,0.05294835928330687,-0.34520208320630186,-1.292135911465701,0.868046974238811,2
-0.289323382410507,-0.04070461428406447,0.442079283992849,1.435444152323646,0.05294835928330687,-0.34520208320630186,-1.292135911465701,0.868046974238811,2
-0.46352665423499295,-0.03970896418121329,0.5316196404848121,0.458742672911808,0.11933091395541309,-0.3536883471585398,1.552512211567599,-0.18384078601168072,2
-0.48853451609189996,0.03759597275185214,-0.6691274830626924,0.11792875680062757,0.4334019490909455,-0.4915194072021791,1.4280663032261827,-1.319998162879132,2
-0.37661600948593066,0.023685531145101576,-1.0917431839257987,0.039587587926786225,-0.23459701805950275,-0.058180580728983015,-0.6278539678146304,-1.0874849224618302,2
-0.5326237215703519,0.02330455385141801,-1.4447521218672132,0.016948162311248884,-1.3552974612421858,0.4667041444727093,0.7448615742776522,-0.9109010864165099,1
-0.5326237215703519,0.02330455385141801,-1.4447521218672132,0.016948162311248884,-1.3552974612421858,0.4667041444727093,0.7448615742776522,-0.9109010864165099,1
-0.45045607373724994,0.021088582299024012,-1.1621736800010511,0.04678054525501733,-0.8298725538857608,0.3126840002517482,0.04789632496808877,-1.0558108212180275,1
-0.45045607373724994,0.021088582299024012,-1.1621736800010511,0.04678054525501733,-0.8298725538857608,0.3126840002517482,0.04789632496808877,-1.0558108212180275,1
