0,1,2,3,4,5,Class
-0.5483491077413281,-0.03413891644933618,0.4599191024381771,0.9739125953769971,-0.42911754075114894,-0.14534552992279423,1
-0.5394486143817582,-0.04110268292767372,0.40815215796182436,0.45667929517204015,-0.4584819647533792,-0.03703487536776875,1
-0.5394486143817582,-0.04110268292767372,0.40815215796182436,0.45667929517204015,-0.4584819647533792,-0.03703487536776875,1
-0.28932338241050626,-0.04070461428406655,0.4420792839928496,1.4354441523236494,0.05294835928330692,-0.34520208320629,2
-0.28932338241050626,-0.04070461428406655,0.4420792839928496,1.4354441523236494,0.05294835928330692,-0.34520208320629,2
-0.28932338241050626,-0.04070461428406655,0.4420792839928496,1.4354441523236494,0.05294835928330692,-0.34520208320629,2
-0.28932338241050626,-0.04070461428406655,0.4420792839928496,1.4354441523236494,0.05294835928330692,-0.34520208320629,2
-0.46352665423499306,-0.0397089641812143,0.5316196404848071,0.458742672911809,0.11933091395541938,-0.3536883471585516,2
-0.4885345160919009,0.03759597275185255,-0.6691274830626961,0.11792875680062344,0.4334019490909518,-0.49151940720218995,2
-0.37661600948593094,0.0236855311451017,-1.0917431839257965,0.039587587926781694,-0.2345970180595027,-0.05818058072897918,2
-0.5326237215703526,0.02330455385141876,-1.4447521218672168,0.016948162311244273,-1.3552974612421833,0.46670414447270203,1
-0.5326237215703526,0.02330455385141876,-1.4447521218672168,0.016948162311244273,-1.3552974612421833,0.46670414447270203,1
-0.45045607373725044,0.021088582299024335,-1.162173680001052,0.04678054525501287,-0.8298725538857601,0.3126840002517466,1
-0.45045607373725044,0.021088582299024335,-1.162173680001052,0.04678054525501287,-0.8298725538857601,0.3126840002517466,1
2.1389128292214767,-0.016851190031131225,3.0862651147490348,0.7351490885305129,-1.8180519270194349,-4.48881600446731,1
-0.2935185806602385,-0.045599751504991244,1.5198023738275817,1.1004350844803028,1.0773065528482848,-0.39056152582589154,1
-0.2935185806602385,-0.045599751504991244,1.5198023738275817,1.1004350844803028,1.0773065528482848,-0.39056152582589154,1
-0.2935185806602385,-0.045599751504991244,1.5198023738275817,1.1004350844803028,1.0773065528482848,-0.39056152582589154,1
-0.2935185806602385,-0.045599751504991244,1.5198023738275817,1.1004350844803028,1.0773065528482848,-0.39056152582589154,1
-0.2935185806602385,-0.045599751504991244,1.5198023738275817,1.1004350844803028,1.0773065528482848,-0.39056152582589154,1
-0.38135271105460944,0.028242837424203342,-0.933902266553989,0.5753335582677381,-0.2401579082921896,-0.058069016904119794,2
-0.350900700504406,0.05405532908207632,0.05133023409869201,1.7292934233030308,1.572345035810488,-1.1244916593091785,2
-0.4765846440381731,0.0398290356541712,-1.270787736839256,1.0442218053929264,-0.7012930774114652,-0.12078174561807459,2
-0.4765846440381731,0.0398290356541712,-1.270787736839256,1.0442218053929264,-0.7012930774114652,-0.12078174561807459,2
