0,Class
-0.5483491077395817,1
-0.539448614380374,1
-0.539448614380374,1
-0.2893233823994325,2
-0.2893233823994325,2
-0.2893233823994325,2
-0.2893233823994325,2
-0.463526654230002,2
-0.48853451608992676,2
-0.3766160094816133,2
-0.5326237215726569,1
-0.5326237215726569,1
-0.4504560737368359,1
-0.4504560737368359,1
2.138912829075392,1
-0.2935185806515202,1
-0.2935185806515202,1
-0.2935185806515202,1
-0.2935185806515202,1
-0.2935185806515202,1
-0.38135271105052176,2
-0.3509007004959079,2
-0.4765846440358498,2
-0.4765846440358498,2
-0.3101737478127172,2
-0.3101737478127172,2
-0.37453411358646366,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.5091248458292724,2
-0.27625909724992553,2
-0.46693719191990385,2
-0.46693719191990385,2
-0.3016677572562269,1
-0.3016677572562269,1
-0.3016677572562269,1
-0.40428497235895605,2
-0.32114984172341543,2
-0.32114984172341543,2
-0.32114984172341543,2
-0.32114984172341543,2
2.206020023732028,2
13.053185655377359,2
-0.4171206282963126,1
-0.4171206282963126,1
-0.4171206282963126,1
-0.4171206282963126,1
-0.4171206282963126,1
-0.4171206282963126,1
-0.4171206282963126,1
-0.39234139564853826,2
-0.47450904348435935,2
-0.30808555657390846,2
-0.26171723244566664,1
-0.4108749406108637,1
-0.4108749406108637,1
-0.34200020713670015,2
-0.4033174895592365,2
-0.5614133928890886,2
-0.4252427564369936,2
-0.4330683483317289,2
-0.5180253391884801,2
-0.5180253391884801,2
-0.45936286243970276,1
-0.4111035698230142,2
-0.4111035698230142,2
-0.4111035698230142,2
-0.3190679458282658,2
-0.3190679458282658,2
8.110720092458294,2
-0.3190679458282658,2
-0.30278846569531603,1
-0.3625905368760458,2
-0.39482408969006444,1
-0.3714910302352536,2
-0.3714910302352536,2
-0.3714910302352536,2
-0.3714910302352536,2
-0.30126695910985035,2
-0.631272487591546,2
-0.4027759862424157,1
-0.2991913585583599,2
-0.4385376081445474,1
-0.3563699603087263,1
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.4656022547814925,2
-0.41318546571816384,2
-0.41318546571816384,2
-0.41318546571816384,2
-0.4953531135539849,2
-0.4953531135539849,2
-0.4953531135539849,2
-0.3081169630356969,1
-0.5269258325476878,2
-0.5269258325476878,2
-0.3866623223980395,1
-0.30449467456221846,1
-0.286693687843803,1
-0.30449467456221846,1
-0.30449467456221846,1
-0.3866623223980395,1
-0.3866623223980395,1
-0.286693687843803,1
-0.286693687843803,1
-0.3730251274699233,1
-0.5436061108270143,1
-0.5436061108270143,1
-0.5436061108270143,1
-0.38344090228933053,2
2.1957029089327937,2
-0.38344090228933053,2
2.1957029089327937,2
2.1957029089327937,2
-0.38551650284082106,2
