,0,1,2,3,4,5,6,7,8,9,10,11,12,Class
0,5749.500091758792,-0.43470047303336246,-0.021361964763986163,-0.23513645436165218,0.2404037057101087,-0.5330131609675969,-0.334242641445427,2.0030977809399917,-0.461822899505042,-0.052758221070230156,-0.04628700487821067,-0.005117238508381143,0.0005542309895306795,1
1,5748.500045772822,-0.4300171659414663,-0.026926008332113116,-0.3992495127431428,-0.0071479132372001845,-0.043995372566815266,-0.8006870013889653,1.9966509880375922,-0.3352534593636281,-0.009372243807993232,-0.04048863005813242,-0.0029434310470237467,-0.0005751112219778866,1
2,5747.5000457966735,-0.4300368467573097,-0.02692148448739915,-0.399229732051685,-0.0071263315347000365,-0.04404551204938936,-0.80060573693024,1.9966687565573953,-0.3350629793149003,-0.009345665065887661,-0.04048543539552082,-0.002941562246721212,-0.0005736882549202989,1
3,5746.500135747813,-0.17092998914648308,-0.032984098306463774,0.20046453561513952,0.5523353304302766,-0.8612824353999881,0.2989714412999722,-1.5043577609947287,-0.30533147188136606,-0.10815542677891843,-0.00630762833513188,-0.054040967864415757,-0.007381528680702565,2
4,5745.500135771665,-0.17094966996232655,-0.03297957446174981,0.20048431630659744,0.5523569121327767,-0.8613325748825622,0.2990527057586977,-1.5043399924749257,-0.30514099183263804,-0.10812884803681286,-0.006304433672520277,-0.05403909906411322,-0.007380105713644977,2
5,5744.500135795516,-0.17096935077817,-0.032975050617035845,0.20050409699805524,0.5523784938352769,-0.8613827143651364,0.29913397021742316,-1.5043222239551228,-0.30495051178391,-0.10810226929470729,-0.006301239009908675,-0.05403723026381069,-0.007378682746587389,2
6,5743.500135819368,-0.17098903159401346,-0.03297052677232188,0.20052387768951316,0.552400075537777,-0.8614328538477104,0.29921523467614863,-1.50430445543532,-0.304760031735182,-0.10807569055260172,-0.006298044347297072,-0.05403536146350815,-0.0073772597795298015,2
7,5742.500039105649,-0.3546756402102894,-0.025720004120475537,0.05605266439349496,0.18297057667791203,-0.1589649151758648,-1.1446947740354994,1.220258349228674,-0.24188182534107008,-0.006790797295168238,-0.036601363516727235,-0.021607720679992257,-0.0013848788038878406,2
8,5741.4999907997,-0.35212779850726106,-0.030570098254091828,-0.1490595201406169,-0.03256096221897752,0.27591844610576344,-1.6700644875087598,1.195099183617558,-0.11429416529104831,0.035629821335485014,-0.03214791338930383,-0.020734473902639678,-0.0025862494784838373,2
9,5740.499997711802,-0.23880511711116603,-0.048699670316524515,-0.869996168900713,-0.284183540853003,0.5578859357107795,-0.9323985463447447,-0.8032827023409335,-0.014225805315306025,0.016764191279166507,0.0031942074692375495,-0.03274011869666667,-0.0101630664190623,2
10,5739.500006716261,-0.3940149499572204,-0.04962496988949679,-1.8623416264902786,-0.6000997984498873,0.6789043534171086,-0.36117727014768797,0.7123088206169083,-0.19645639290974204,0.010016104637721622,-0.0072286443849316935,0.002011633605193709,-0.008669089609668616,1
11,5738.500006740113,-0.3940346307730639,-0.04962044604478282,-1.8623218457988207,-0.600078216747387,0.6788542139345346,-0.3610960056889625,0.7123265891367111,-0.19626591286101402,0.010042683379827192,-0.007225449722320091,0.0020135024054962437,-0.008667666642611028,1
12,5737.500006913619,-0.31218830479606613,-0.050578909360247074,-1.2841211936616088,-0.5061278754960334,0.726538650095815,-0.528734040039959,-0.008017774145071923,-0.1069013388079203,0.015387312076875352,0.0006806175839916375,-0.012758449176970518,-0.009268463670546612,1
13,5736.50000693747,-0.3122079856119096,-0.05057438551553311,-1.284101412970151,-0.5061062937935333,0.7264885106132409,-0.5286527755812336,-0.008000005625269082,-0.10671085875919228,0.015413890818980923,0.0006838122466032261,-0.012756580376667983,-0.009267040703489025,1
14,5735.500055518006,2.2475845457514407,0.01117421316752936,2.151024247952566,-4.2002142629171715,-3.0360571123057944,-1.030489548625383,-0.164294824002063,-1.0389230921291766,5.10846022740426,2.008835408472398,0.7241680952804906,-0.15340689632896817,1
15,5734.500101845442,-0.18085580333701934,-0.027038866311854013,1.6636993749579632,0.39443338969249403,-0.17402381779803242,-0.6004801568748233,-0.0828725958328562,-0.19551629639545798,-0.032543955547484175,-0.017150768237316875,-0.04420842491613177,-0.0009429706372352688,1
16,5733.500101869294,-0.1808754841528628,-0.02703434246714005,1.663719155649421,0.3944549713949942,-0.17407395728060657,-0.6003988924160979,-0.08285482731305324,-0.19532581634672996,-0.032517376805378605,-0.017147573574705272,-0.044206556115829236,-0.0009415476701776811,1
17,5732.500101893145,-0.18089516496870628,-0.027029818622426083,1.663738936340879,0.39447655309749435,-0.17412409676318072,-0.6003176279573725,-0.0828370587932504,-0.19513533629800195,-0.032490798063273034,-0.01714437891209367,-0.0442046873155267,-0.0009401247031200934,1
