0,1,2,3,Class
-1.6483253556894242,-0.9605540906152346,1.8162319433980214,0.22651232751820602,1
-1.6498407976299438,0.0013152902282426633,1.8207847854311252,0.4988201123702689,1
-1.6498407976299438,0.0013152902282426633,1.8207847854311252,0.4988201123702689,1
-5.627810999664381,-2.0599052644550313,-1.092823065096575,0.5278967748915864,2
-5.627810999664381,-2.0599052644550313,-1.092823065096575,0.5278967748915864,2
-5.627810999664381,-2.0599052644550313,-1.092823065096575,0.5278967748915864,2
-5.627810999664381,-2.0599052644550313,-1.092823065096575,0.5278967748915864,2
-4.642681516139967,-0.05391057706174031,0.8223486080129035,0.6951286219809446,2
-5.657792870111544,0.9006227671188175,0.8671400955407659,1.0587618239377745,2
-5.652849173692483,0.867571697443075,-0.053553038327966276,1.2480355018641123,2
-1.666904391357947,0.9720024207636523,1.930255994264794,0.8636169475650058,1
-1.666904391357947,0.9720024207636523,1.930255994264794,0.8636169475650058,1
-1.6601401278397072,0.9258080703627523,0.9514148002120978,1.047627759792314,1
-1.6601401278397072,0.9258080703627523,0.9514148002120978,1.047627759792314,1
2.3717466531550166,-1.0866295574051448,-1.1045607699244777,0.7610369026921394,1
2.3714407442363137,-1.087095119299157,-1.0941649942727005,0.7621478343556392,1
2.3714407442363137,-1.087095119299157,-1.0941649942727005,0.7621478343556392,1
2.3714407442363137,-1.087095119299157,-1.0941649942727005,0.7621478343556392,1
2.3714407442363137,-1.087095119299157,-1.0941649942727005,0.7621478343556392,1
2.3714407442363137,-1.087095119299157,-1.0941649942727005,0.7621478343556392,1
-3.651597077066455,-0.08827667214101348,-0.04504255811738635,0.9675292520898033,2
-5.639718017253506,-2.077374076213414,-1.1042008186639387,0.6098600938362001,2
-5.656582553329684,-1.0099727138429793,0.9161824716585227,0.5194091199326777,2
-5.656582553329684,-1.0099727138429793,0.9161824716585227,0.5194091199326777,2
-5.627505874505721,-1.1111791643367117,-1.1464182832474354,0.7949416940446197,2
-5.627505874505721,-1.1111791643367117,-1.1464182832474354,0.7949416940446197,2
-4.652980846349729,0.8705822030727693,-0.047021377206124385,1.2439362694029896,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-5.652650116040659,0.9642859292781002,1.857359043160826,0.7927876927658526,2
-3.6295897869193907,-1.0920148723521652,-1.0752069008197873,0.7920060948214044,2
-4.6586174487335725,-0.37791886715033723,0.12274265110369229,1.99397623318342,2
-4.6586174487335725,-0.37791886715033723,0.12274265110369229,1.99397623318342,2
30.342410610646667,0.9759499001120711,0.1815867620583407,1.1004631332636992,1
30.342410610646667,0.9759499001120711,0.1815867620583407,1.1004631332636992,1
30.342410610646667,0.9759499001120711,0.1815867620583407,1.1004631332636992,1
-4.651160279250551,0.8574389223476119,-0.10516943739008887,1.2386734037039597,2
-5.641538584352685,-2.0642307954882564,-1.0460527584799744,0.61512295953523,2
-5.641538584352685,-2.0642307954882564,-1.0460527584799744,0.61512295953523,2
-5.641538584352685,-2.0642307954882564,-1.0460527584799744,0.61512295953523,2
-5.641538584352685,-2.0642307954882564,-1.0460527584799744,0.61512295953523,2
-3.6341186911032546,-1.0567483221719056,-0.17646679966931542,0.6044735419136228,2
-3.632477233000356,-1.0488050487428875,-0.24495859636476947,0.6074560393591812,2
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
3.35444453550289,-0.016683251299027993,0.9327499571716028,0.6675976279909939,1
-5.634270138023961,-1.0649848139358118,-0.16757708919473882,0.6109308818173119,2
-5.641034401542201,-1.0187904635349119,0.8112641048579579,0.4269200695900042,2
-3.6433173716076954,-1.0963404033853903,-1.0284365942031868,0.879232279465048,2
13.368476903066094,-0.09211017652904216,-1.0177638798993363,0.9893640621353539,1
6.354049517531152,-0.007651734409944989,0.9523449405371285,0.655299930607626,1
6.354049517531152,-0.007651734409944989,0.9523449405371285,0.655299930607626,1
