,0,1,2,3,4,5,6,7,8,9,10,11,Class
0,-5749.499531075607,-3.0699514210973775,-0.21451989135310112,1.7058302918631534,-0.3893050284432974,0.7412905738465121,0.07188024665567742,-0.0007886661970413826,0.0044331792755895535,0.0005301152133644009,-0.0014800281044322068,3.7716636473068087e-05,1
1,-5748.4994494129605,-3.0690803095452943,0.7794670393791906,1.6348604214382059,-0.3081900174585538,0.7550946419198524,0.06783245029895978,-0.0006362951662805633,0.005121425294345425,0.001373647441588751,-0.0003237500461851326,-0.00016401802672741468,1
2,-5747.499449465386,-3.0688354327478797,0.7793709713457091,1.6348817877189739,-0.30800245651721203,0.7550914257404872,0.06782913184778748,-0.0006362394624601528,0.005121405720404364,0.0013735739219292032,-0.00032351333746270567,-0.0001638093065320341,1
3,-5746.498635029734,-7.051205825198065,-1.4172384335254038,-1.1731616935215659,-0.2791312451729068,-0.4277387791930836,-0.10200262499728065,-0.0009078493746191998,-0.002874803326956733,0.002270239931226444,-0.00843360399497918,-0.001035898469871202,2
4,-5745.49863508216,-7.05096094840065,-1.4173345015588854,-1.1731403272407976,-0.278943684231565,-0.42774199537244884,-0.10200594344845294,-0.0009077936707987893,-0.0028748229008977964,0.002270166411566896,-0.008433367286256755,-0.0010356897496758214,2
5,-5744.498635134585,-7.050716071603236,-1.417430569592367,-1.1731189609600297,-0.2787561232902235,-0.42774521155181405,-0.10200926189962524,-0.0009077379669783771,-0.002874842474838858,0.0022700928919073484,-0.008433130577534328,-0.0010354810294804374,2
6,-5743.498635187011,-7.050471194805821,-1.4175266376258486,-1.1730975946792614,-0.2785685623488817,-0.4277484277311793,-0.10201258035079754,-0.0009076822631579649,-0.0028748620487799217,0.0022700193722478006,-0.008432893868811901,-0.0010352723092850568,2
7,-5742.498714912189,-6.060732786972627,0.7036168813652708,0.6215844546371988,-0.24174478962111365,0.704800996240282,0.025786341845997415,-0.000489716570298791,0.0042753473850977546,0.002571886111956669,-0.0025573291611750266,-0.0002561025810057419,2
8,-5741.498388256123,-7.059836002034357,1.6977014648004087,0.5436553052383766,-0.16040350652079458,0.7200565549597521,0.022513691100285116,-0.00014175666252450982,0.005020251864092169,0.0034465788149524797,-0.0016072532002041526,-0.00046753510278040803,2
9,-5740.498390034132,-7.05465910177919,1.640000862492596,-0.39348087839011264,-0.09986457523731423,-0.3317074029693896,-0.06980433484200572,-1.0046912894425431e-05,0.00020581185380461408,0.0036954176929100313,-0.0033476666185748272,-0.001576232999158441,2
10,-5739.4993697303635,-3.0681194017857614,1.7906475994908675,1.6194302589141378,-0.22986419444360093,-0.22825894064973698,0.015795033420689976,8.86977988343039e-05,0.002011030131543221,0.0013603055461429987,0.0007101646302441016,-0.0014087462452101955,1
11,-5738.4993697827895,-3.067874524988347,1.7905515314573859,1.619451625194906,-0.22967663350225917,-0.2282621568291022,0.01579171496951768,8.875350265471438e-05,0.002011010557602156,0.0013602320264834544,0.0007104013389665285,-0.001408537525014815,1
12,-5737.499370000154,-3.060828406561314,1.7148887555023353,0.6269466639116824,-0.16484802671825424,-0.2828941935502361,-0.028563238060599315,-0.00035171305150595653,0.0009950551373441793,0.002465356870834719,-0.0009057550278068944,-0.0014725721045474912,1
13,-5736.49937005258,-3.0605835297638992,1.714792687468854,0.6269680301924505,-0.16466046577691248,-0.2828974097296013,-0.02856655651177161,-0.0003516573476855443,0.0009950355634031141,0.0024652833511751714,-0.0009055183190844675,-0.0014723633843521107,1
