,0,1,Class
0,-1.6483253556894153,-0.960554090615249,1
1,-1.6498407976299438,0.0013152902282277897,1
2,-1.6498407976299438,0.0013152902282277897,1
3,-5.6278109996643595,-2.059905264455083,2
4,-5.6278109996643595,-2.059905264455083,2
5,-5.6278109996643595,-2.059905264455083,2
6,-5.6278109996643595,-2.059905264455083,2
7,-4.642681516139964,-0.05391057706178305,2
8,-5.657792870111551,0.9006227671187647,2
9,-5.65284917369249,0.8675716974430224,2
10,-1.666904391357956,0.9720024207636367,1
11,-1.666904391357956,0.9720024207636367,1
12,-1.6601401278397157,0.9258080703627368,1
13,-1.6601401278397157,0.9258080703627368,1
14,2.3717466531550264,-1.086629557405122,1
15,2.371440744236323,-1.087095119299134,1
16,2.371440744236323,-1.087095119299134,1
17,2.371440744236323,-1.087095119299134,1
18,2.371440744236323,-1.087095119299134,1
19,2.371440744236323,-1.087095119299134,1
20,-3.6515970770664543,-0.08827667214104704,2
21,-5.639718017253485,-2.0773740762134656,2
22,-5.656582553329673,-1.0099727138430308,2
23,-5.656582553329673,-1.0099727138430308,2
24,-5.627505874505709,-1.111179164336763,2
25,-5.627505874505709,-1.111179164336763,2
26,-4.6529808463497355,0.870582203072726,2
27,-5.652650116040666,0.9642859292780476,2
28,-5.652650116040666,0.9642859292780476,2
29,-5.652650116040666,0.9642859292780476,2
30,-5.652650116040666,0.9642859292780476,2
31,-5.652650116040666,0.9642859292780476,2
32,-5.652650116040666,0.9642859292780476,2
33,-5.652650116040666,0.9642859292780476,2
34,-5.652650116040666,0.9642859292780476,2
35,-5.652650116040666,0.9642859292780476,2
36,-5.652650116040666,0.9642859292780476,2
37,-5.652650116040666,0.9642859292780476,2
38,-3.6295897869193805,-1.092014872352198,2
39,-4.658617448733567,-0.3779188671503797,2
40,-4.658617448733567,-0.3779188671503797,2
41,30.342410610646652,0.9759499001123527,1
42,30.342410610646652,0.9759499001123527,1
43,30.342410610646652,0.9759499001123527,1
44,-4.651160279250557,0.8574389223475684,2
45,-5.641538584352664,-2.064230795488308,2
46,-5.641538584352664,-2.064230795488308,2
47,-5.641538584352664,-2.064230795488308,2
48,-5.641538584352664,-2.064230795488308,2
49,-3.6341186911032444,-1.0567483221719385,2
50,-3.6324772330003454,-1.0488050487429201,2
51,3.3544445355028887,-0.01668325129899642,1
52,3.3544445355028887,-0.01668325129899642,1
53,3.3544445355028887,-0.01668325129899642,1
54,3.3544445355028887,-0.01668325129899642,1
55,3.3544445355028887,-0.01668325129899642,1
56,3.3544445355028887,-0.01668325129899642,1
57,3.3544445355028887,-0.01668325129899642,1
58,-5.6342701380239495,-1.064984813935863,2
59,-5.64103440154219,-1.0187904635349632,2
60,-3.643317371607685,-1.0963404033854234,2
61,13.368476903066092,-0.09211017652891774,1
62,6.354049517531152,-0.007651734409885568,1
63,6.354049517531152,-0.007651734409885568,1
64,-5.641233459194013,-1.1155046953699883,2
65,-5.648302847870904,-2.018036445087408,2
66,-3.646546568434394,-1.9284444827181326,2
67,-5.643547874606138,-2.2871993227086542,2
68,-5.646482280771726,-2.031179725812566,2
69,-5.651134674100138,0.0024165484345709206,2
70,-5.651134674100138,0.0024165484345709206,2
71,-2.6429448614544566,-0.047889565802375814,1
72,-3.649776509967275,-0.10141995286620467,2
73,-3.649776509967275,-0.10141995286620467,2
74,-3.649776509967275,-0.10141995286620467,2
75,-4.64167025700991,-2.0612202898586043,2
76,-4.64167025700991,-2.0612202898586043,2
77,-4.640212584863248,-2.054067724145322,2
78,-4.64167025700991,-2.0612202898586043,2
79,27.36107953912828,-1.9143642282739628,1
80,-5.636090705123129,-1.0518415332107054,2
81,28.352973286170915,0.04543610871843644,1
82,-5.6345752631826,-2.013710914054183,2
83,-5.6345752631826,-2.013710914054183,2
84,-5.6345752631826,-2.013710914054183,2
85,-5.6345752631826,-2.013710914054183,2
86,-4.644701140890967,-0.13748152817165069,2
87,-4.672145975770047,-0.28553016634857975,2
88,0.34969679940374077,-0.0893779303473902,1
89,-4.629152989103484,-0.14629927786358296,2
90,8.340058587528356,-0.005956254183703652,1
91,8.346822851046596,-0.05215060458460361,1
92,-4.658229667927448,-0.04509282736985074,2
93,-4.658229667927448,-0.04509282736985074,2
94,-4.658229667927448,-0.04509282736985074,2
95,-4.658229667927448,-0.04509282736985074,2
96,-4.658229667927448,-0.04509282736985074,2
97,-4.658229667927448,-0.04509282736985074,2
98,-4.658229667927448,-0.04509282736985074,2
99,-4.658229667927448,-0.04509282736985074,2
100,-4.649644837310029,-0.10443045849590829,2
101,-4.649644837310029,-0.10443045849590829,2
102,-4.649644837310029,-0.10443045849590829,2
103,-4.656409100828268,-0.05823610809500838,2
104,-4.656409100828268,-0.05823610809500838,2
105,-4.656409100828268,-0.05823610809500838,2
106,6.3556710269785075,-0.11750924697006843,1
107,-5.649619232159609,-0.9594528324089059,2
108,-5.649619232159609,-0.9594528324089059,2
109,2.3506437708711276,-1.9939524000497786,1
110,2.357408034389368,-2.040146750450679,1
111,2.354377150508311,-0.11640798876372528,1
112,2.357408034389368,-2.040146750450679,1
113,2.357408034389368,-2.040146750450679,1
114,2.3506437708711276,-1.9939524000497786,1
115,2.3506437708711276,-1.9939524000497786,1
116,2.354377150508311,-0.11640798876372528,1
117,2.354377150508311,-0.11640798876372528,1
118,0.34787623230456177,-0.07623464962223256,1
119,-2.665257276760181,0.007122534290456455,1
120,-2.665257276760181,0.007122534290456455,1
121,-2.665257276760181,0.007122534290456455,1
122,-5.6357855799644785,-0.10311543309238659,2
123,-5.635492910691746,-0.1005748067661457,2
124,-5.6357855799644785,-0.10311543309238659,2
125,-5.635492910691746,-0.1005748067661457,2
126,-5.635492910691746,-0.1005748067661457,2
127,-5.651333731751961,-0.09429768340045427,2
128,-5.651333731751961,-0.09429768340045427,2
129,-5.651333731751961,-0.09429768340045427,2
130,-5.651333731751961,-0.09429768340045427,2
131,-5.651333731751961,-0.09429768340045427,2
132,-5.651333731751961,-0.09429768340045427,2
133,-5.651333731751961,-0.09429768340045427,2
134,-5.651333731751961,-0.09429768340045427,2
135,-5.651333731751961,-0.09429768340045427,2
136,-5.651333731751961,-0.09429768340045427,2
137,-5.651333731751961,-0.09429768340045427,2
138,-5.651333731751961,-0.09429768340045427,2
139,-5.651333731751961,-0.09429768340045427,2
140,-4.630973556202663,-0.13315599713842535,2
141,-5.644370410581898,-0.043777801966329036,2
142,-2.660008455182469,0.9227975647330332,1
143,-2.660008455182469,0.9227975647330332,1
144,-4.626122105222427,-2.070038039550537,2
145,-4.626122105222427,-2.070038039550537,2
146,-4.626122105222427,-2.070038039550537,2
147,-4.626122105222427,-2.070038039550537,2
148,-4.626122105222427,-2.070038039550537,2
149,-3.653112519006983,0.8735927087024297,2
150,-3.653112519006983,0.8735927087024297,2
151,-5.658097995270202,-0.04810333299955436,2
152,-5.658097995270202,-0.04810333299955436,2
153,-2.6279008924774474,-1.1021476474476521,1
154,-2.6279008924774474,-1.1021476474476521,1
155,-2.6279008924774474,-1.1021476474476521,1
156,-5.643054026293193,-1.1023614146448306,2
157,1.3667209659133324,0.8467764174832731,1
158,1.3667209659133324,0.8467764174832731,1
159,1.3667209659133324,0.8467764174832731,1
160,-2.6502133077831713,-1.0471355473548198,1
161,-4.673966542869227,-0.27238688562342217,2
162,-4.673966542869227,-0.27238688562342217,2
163,-4.651465404409207,-0.09128717777075065,2
164,-5.648302847870904,-2.018036445087408,2
165,-5.651134674100138,0.0024165484345709206,2
166,-5.651134674100138,0.0024165484345709206,2
167,-5.651134674100138,0.0024165484345709206,2
168,-5.651134674100138,0.0024165484345709206,2
169,-5.651134674100138,0.0024165484345709206,2
170,-5.651134674100138,0.0024165484345709206,2
171,-5.651134674100138,0.0024165484345709206,2
172,-5.651134674100138,0.0024165484345709206,2
173,-5.651134674100138,0.0024165484345709206,2
174,-5.651134674100138,0.0024165484345709206,2
175,-5.651134674100138,0.0024165484345709206,2
176,-5.651134674100138,0.0024165484345709206,2
177,-5.651134674100138,0.0024165484345709206,2
178,-5.651134674100138,0.0024165484345709206,2
179,-5.651134674100138,0.0024165484345709206,2
180,-5.651134674100138,0.0024165484345709206,2
181,-5.651134674100138,0.0024165484345709206,2
182,-5.651134674100138,0.0024165484345709206,2
183,-5.651134674100138,0.0024165484345709206,2
184,-5.651134674100138,0.0024165484345709206,2
185,-5.651134674100138,0.0024165484345709206,2
186,-5.651134674100138,0.0024165484345709206,2
187,-5.651134674100138,0.0024165484345709206,2
188,-5.651134674100138,0.0024165484345709206,2
189,-5.651134674100138,0.0024165484345709206,2
190,-5.651134674100138,0.0024165484345709206,2
191,-5.651134674100138,0.0024165484345709206,2
192,-5.651134674100138,0.0024165484345709206,2
193,-5.651134674100138,0.0024165484345709206,2
194,-5.651134674100138,0.0024165484345709206,2
195,-5.651134674100138,0.0024165484345709206,2
196,-4.658229667927448,-0.04509282736985074,2
